rs_id 	 so_term 	 ensembl_gene_ids 	 gene_symbols 	 distance 	 is_regulatory
rs12446956 	 nearest_gene_five_prime_end 	 ENSG00000140836 	 ZFHX3 	 -407938 	 
rs12447690 	 nearest_gene_five_prime_end 	 ENSG00000225614 	 ZNF469 	 -162953 	 
rs12447804 	 intron_variant 	 ENSG00000102996 	 MMP15 	 0 	 
rs12449157 	 3_prime_UTR_variant 	 ENSG00000141098 	 GFOD2 	 0 	 
rs12449465 	 downstream_gene_variant 	 ENSG00000183024 	 OR1G1 	 0 	 
rs12449568 	 intron_variant 	 ENSG00000153930 	 ANKFN1 	 0 	 
rs12449964 	 nearest_gene_five_prime_end 	 ENSG00000108557 	 RAI1 	 -40083 	 
rs12450239 	 intron_variant 	 ENSG00000167281 	 RBFOX3 	 0 	 
rs12450323 	 intron_variant 	 ENSG00000161405 	 IKZF3 	 0 	 
rs12451840 	 nearest_gene_five_prime_end 	 ENSG00000069188 	 SDK2 	 -167484 	 
rs12452313 	 intron_variant 	 ENSG00000108395 	 TRIM37 	 0 	 
rs12453049 	 intron_variant 	 ENSG00000108387 	 SEPT4 	 0 	 
rs12453459 	 nearest_gene_five_prime_end 	 ENSG00000181013 	 C17orf47 	 -2561 	 
rs12453935 	 intron_variant 	 ENSG00000136492 	 BRIP1 	 0 	 
rs12454023 	 intron_variant 	 ENSG00000049759 	 NEDD4L 	 0 	 
rs1245541 	 upstream_gene_variant 	 ENSG00000107742 	 SPOCK2 	 0 	 
rs12455557 	 intron_variant 	 ENSG00000134030 	 CTIF 	 0 	 
rs12455580 	 nearest_gene_five_prime_end 	 ENSG00000166573 	 GALR1 	 -675517 	 
rs1245582 	 downstream_gene_variant 	 ENSG00000122863 	 CHST3 	 0 	 
rs12455924 	 intron_variant 	 ENSG00000154864 	 PIEZO2 	 0 	 
rs12456021 	 intron_variant 	 ENSG00000198796 	 ALPK2 	 0 	 
rs12456492 	 intron_variant 	 ENSG00000152214 	 RIT2 	 0 	 
rs12456874 	 intron_variant 	 ENSG00000168675 	 LDLRAD4 	 0 	 
rs12457254 	 nearest_gene_five_prime_end 	 ENSG00000049759 	 NEDD4L 	 -73887 	 regulatory
rs12457996 	 nearest_gene_five_prime_end 	 ENSG00000132872 	 SYT4 	 -14657 	 
rs12457997 	 intron_variant 	 ENSG00000177426 	 TGIF1 	 0 	 
rs12458130 	 nearest_gene_five_prime_end 	 ENSG00000168502 	 MTCL1 	 -38598 	 
rs12459897 	 nearest_gene_five_prime_end 	 ENSG00000121297 	 TSHZ3 	 -243675 	 
rs12459943 	 intron_variant 	 ENSG00000079805 	 DNM2 	 0 	 
rs12460584 	 intron_variant 	 ENSG00000161681 	 SHANK1 	 0 	 
rs12460587 	 intron_variant 	 ENSG00000197608 	 ZNF841 	 0 	 
rs12460876 	 intron_variant 	 ENSG00000021488 	 SLC7A9 	 0 	 
rs12461110 	 missense_variant 	 ENSG00000179873 	 NLRP11 	 0 	 
rs12463617 	 nearest_gene_five_prime_end 	 ENSG00000151353 	 TMEM18 	 -48195 	 regulatory
rs12465996 	 intron_variant 	 ENSG00000170417 	 TMEM182 	 0 	 
rs12466022 	 nearest_gene_five_prime_end 	 ENSG00000152518 	 ZFP36L2 	 -94687 	 regulatory
rs12467348 	 nearest_gene_five_prime_end 	 ENSG00000170745 	 KCNS3 	 -228405 	 
rs12467609 	 intron_variant 	 ENSG00000152127 	 MGAT5 	 0 	 
rs12467847 	 nearest_gene_five_prime_end 	 ENSG00000125571 	 IL37 	 -20855 	 
rs12468226 	 intron_variant 	 ENSG00000204217 	 BMPR2 	 0 	 
rs12468557 	 intron_variant 	 ENSG00000021826 	 CPS1 	 0 	 
rs12470505 	 upstream_gene_variant 	 ENSG00000181378 	 CCDC108 	 0 	 
rs12471016 	 nearest_gene_five_prime_end 	 ENSG00000005436 	 GCFC2 	 -266873 	 
rs12471454 	 nearest_gene_five_prime_end 	 ENSG00000119042 	 SATB2 	 -321506 	 
rs12472151 	 intron_variant 	 ENSG00000144481 	 TRPM8 	 0 	 
rs12472274 	 nearest_gene_five_prime_end 	 ENSG00000178752 	 FAM132B 	 -27798 	 
rs12472911 	 intron_variant 	 ENSG00000168702 	 LRP1B 	 0 	 
rs1247318 	 nearest_gene_five_prime_end 	 ENSG00000085511 	 MAP3K4 	 -78822 	 
rs12474201 	 upstream_gene_variant 	 ENSG00000171150 	 SOCS5 	 0 	 
rs12474609 	 intron_variant 	 ENSG00000168702 	 LRP1B 	 0 	 
rs12475512 	 nearest_gene_five_prime_end 	 ENSG00000156966 	 B3GNT7 	 -37821 	 
rs12476047 	 nearest_gene_five_prime_end 	 ENSG00000182263 	 FIGN 	 -274646 	 
rs12476289 	 missense_variant 	 ENSG00000155657 	 TTN 	 0 	 
rs12477314 	 nearest_gene_five_prime_end 	 ENSG00000233608 	 TWIST2 	 -107419 	 regulatory
rs12478296 	 nearest_gene_five_prime_end 	 ENSG00000188011 	 RTP5 	 -237008 	 
rs12478601 	 intron_variant 	 ENSG00000115970 	 THADA 	 0 	 
rs12479213 	 intron_variant 	 ENSG00000163214 	 DHX57 	 0 	 
rs12479254 	 intron_variant 	 ENSG00000176720 	 BOK 	 0 	 
rs12480328 	 intron_variant 	 ENSG00000101126 	 ADNP 	 0 	 
rs12480534 	 downstream_gene_variant 	 ENSG00000101017 	 CD40 	 0 	 
rs12480819 	 downstream_gene_variant 	 ENSG00000125868,ENSG00000125844 	 DSTN,RRBP1 	 0 	 
rs12481680 	 nearest_gene_five_prime_end 	 ENSG00000124225 	 PMEPA1 	 -142112 	 
rs12483148 	 intron_variant 	 ENSG00000159216 	 RUNX1 	 0 	 
rs12483205 	 intron_variant 	 ENSG00000157540 	 DYRK1A 	 0 	 
rs12483240 	 nearest_gene_five_prime_end 	 ENSG00000154719 	 MRPL39 	 -150052 	 
rs12483959 	 intron_variant 	 ENSG00000100344 	 PNPLA3 	 0 	 
rs12484776 	 intron_variant 	 ENSG00000100354 	 TNRC6B 	 0 	 
rs12484781 	 3_prime_UTR_variant 	 ENSG00000177663 	 IL17RA 	 0 	 
rs12485321 	 nearest_gene_five_prime_end 	 ENSG00000134121 	 CHL1 	 -88293 	 
rs12485738 	 intron_variant 	 ENSG00000163947 	 ARHGEF3 	 0 	 
rs12485744 	 nearest_gene_five_prime_end 	 ENSG00000170044 	 ZPLD1 	 -1579680 	 
rs12486865 	 nearest_gene_five_prime_end 	 ENSG00000036054 	 TBC1D23 	 -23288 	 
rs1248993 	 nearest_gene_five_prime_end 	 ENSG00000095739 	 BAMBI 	 -60951 	 regulatory
rs12491921 	 nearest_gene_five_prime_end 	 ENSG00000114423 	 CBLB 	 -700550 	 
rs12493123 	 nearest_gene_five_prime_end 	 ENSG00000182447 	 OTOL1 	 -854412 	 
rs12493607 	 intron_variant 	 ENSG00000163513 	 TGFBR2 	 0 	 
rs12494658 	 intron_variant 	 ENSG00000175161 	 CADM2 	 0 	 
rs1249675 	 intron_variant 	 ENSG00000137968 	 SLC44A5 	 0 	 
rs12497795 	 nearest_gene_five_prime_end 	 ENSG00000044524 	 EPHA3 	 -178777 	 
rs12498735 	 intron_variant 	 ENSG00000173320 	 STOX2 	 0 	 
rs12498742 	 intron_variant 	 ENSG00000109667 	 SLC2A9 	 0 	 
rs12498806 	 nearest_gene_five_prime_end 	 ENSG00000196159 	 FAT4 	 -1125542 	 
rs12499086 	 nearest_gene_five_prime_end 	 ENSG00000236699 	 ARHGEF38 	 -22466 	 
rs12499371 	 nearest_gene_five_prime_end 	 ENSG00000163394 	 CCKAR 	 -19204 	 regulatory
rs12500138 	 intron_variant 	 ENSG00000109466 	 KLHL2 	 0 	 
rs12500426 	 intron_variant 	 ENSG00000163110 	 PDLIM5 	 0 	 
rs12500579 	 intron_variant 	 ENSG00000145362 	 ANK2 	 0 	 
rs12500612 	 nearest_gene_five_prime_end 	 ENSG00000109610 	 SOD3 	 -50577 	 
rs1250229 	 upstream_gene_variant 	 ENSG00000115414 	 FN1 	 0 	 
rs1250307 	 nearest_gene_five_prime_end 	 ENSG00000148516 	 ZEB1 	 -111450 	 
rs12504628 	 nearest_gene_five_prime_end 	 ENSG00000164161 	 HHIP 	 -130849 	 
rs1250540 	 intron_variant 	 ENSG00000108175 	 ZMIZ1 	 0 	 
rs1250542 	 intron_variant 	 ENSG00000108175 	 ZMIZ1 	 0 	 
rs1250544 	 intron_variant 	 ENSG00000108175 	 ZMIZ1 	 0 	 
rs1250546 	 intron_variant 	 ENSG00000108175 	 ZMIZ1 	 0 	 
rs1250550 	 intron_variant 	 ENSG00000108175 	 ZMIZ1 	 0 	 
rs1250552 	 intron_variant 	 ENSG00000108175 	 ZMIZ1 	 0 	 
rs12505749 	 intron_variant 	 ENSG00000174780 	 SRP72 	 0 	 
rs12506899 	 nearest_gene_five_prime_end 	 ENSG00000081051 	 AFP 	 -22427 	 
rs12507628 	 nearest_gene_five_prime_end 	 ENSG00000156140 	 ADAMTS3 	 -210834 	 regulatory
rs12507634 	 nearest_gene_five_prime_end 	 ENSG00000164118 	 CEP44 	 -133226 	 
rs12509991 	 nearest_gene_five_prime_end 	 ENSG00000196159 	 FAT4 	 -759315 	 
rs12510524 	 nearest_gene_five_prime_end 	 ENSG00000109625 	 CPZ 	 -48698 	 
rs12510916 	 nearest_gene_five_prime_end 	 ENSG00000164161 	 HHIP 	 -194925 	 
rs12511469 	 downstream_gene_variant 	 ENSG00000171566 	 PLRG1 	 0 	 
rs12513380 	 intron_variant 	 ENSG00000038295 	 TLL1 	 0 	 
rs12513663 	 nearest_gene_five_prime_end 	 ENSG00000168916 	 ZNF608 	 -251848 	 
rs12513840 	 nearest_gene_five_prime_end 	 ENSG00000205279 	 CTXN3 	 -75205 	 
rs12516208 	 upstream_gene_variant 	 ENSG00000172901 	 LVRN 	 0 	 
rs12517906 	 upstream_gene_variant 	 ENSG00000174339 	 OR2Y1 	 0 	 
rs12518099 	 nearest_gene_five_prime_end 	 ENSG00000153140 	 CETN3 	 -159494 	 
rs12518350 	 nearest_gene_five_prime_end 	 ENSG00000186687 	 LYRM7 	 -410243 	 
rs12518614 	 nearest_gene_five_prime_end 	 ENSG00000133398 	 MED10 	 -54414 	 
rs12519773 	 nearest_gene_five_prime_end 	 ENSG00000175745 	 NR2F1 	 -454627 	 
rs12520016 	 nearest_gene_five_prime_end 	 ENSG00000282558,ENSG00000112941 	 PAPD7,PAPD7 	 -29654 	 
rs12520745 	 nearest_gene_five_prime_end 	 ENSG00000168916 	 ZNF608 	 -503889 	 
rs12520862 	 intron_variant 	 ENSG00000113231 	 PDE8B 	 0 	 
rs12521868 	 intron_variant 	 ENSG00000197536 	 C5orf56 	 0 	 
rs12522034 	 nearest_gene_five_prime_end 	 ENSG00000164188 	 RANBP3L 	 -123376 	 
rs12522290 	 nearest_gene_five_prime_end 	 ENSG00000155511 	 GRIA1 	 -71519 	 
rs12523164 	 nearest_gene_five_prime_end 	 ENSG00000205279 	 CTXN3 	 -77234 	 
rs12524865 	 nearest_gene_five_prime_end 	 ENSG00000118526 	 TCF21 	 -13602 	 
rs12525220 	 nearest_gene_five_prime_end 	 ENSG00000237541 	 HLA-DQA2 	 -33158 	 
rs12525668 	 nearest_gene_five_prime_end 	 ENSG00000146285 	 SCML4 	 -127850 	 
rs12526186 	 nearest_gene_five_prime_end 	 ENSG00000137331 	 IER3 	 -23789 	 
rs12526453 	 intron_variant 	 ENSG00000112137 	 PHACTR1 	 0 	 
rs12526480 	 intron_variant 	 ENSG00000079691 	 LRRC16A 	 0 	 
rs12527253 	 nearest_gene_five_prime_end 	 ENSG00000111880 	 RNGTT 	 -379695 	 
rs12527818 	 nearest_gene_five_prime_end 	 ENSG00000135333 	 EPHA7 	 -218146 	 
rs12528714 	 missense_variant 	 ENSG00000120440 	 TTLL2 	 0 	 
rs12529314 	 nearest_gene_five_prime_end 	 ENSG00000112531 	 QKI 	 -508693 	 
rs12529514 	 nearest_gene_five_prime_end 	 ENSG00000112149 	 CD83 	 -20829 	 regulatory
rs12529874 	 nearest_gene_five_prime_end 	 ENSG00000146263 	 MMS22L 	 -731407 	 
rs12529935 	 nearest_gene_five_prime_end 	 ENSG00000112182 	 BACH2 	 -8411 	 
rs12530 	 3_prime_UTR_variant 	 ENSG00000100220 	 RTCB 	 0 	 
rs12530845 	 intron_variant 	 ENSG00000155561 	 NUP205 	 0 	 
rs12531027 	 intron_variant 	 ENSG00000187546 	 AGMO 	 0 	 
rs12531488 	 nearest_gene_five_prime_end 	 ENSG00000196511 	 TPK1 	 -358597 	 
rs12531711 	 intron_variant 	 ENSG00000064419 	 TNPO3 	 0 	 
rs12532960 	 nearest_gene_five_prime_end 	 ENSG00000106571 	 GLI3 	 -48155 	 regulatory
rs12533251 	 intron_variant 	 ENSG00000196652 	 ZKSCAN5 	 0 	 
rs12534093 	 intron_variant 	 ENSG00000136231 	 IGF2BP3 	 0 	 
rs12534221 	 nearest_gene_five_prime_end 	 ENSG00000128567 	 PODXL 	 -45013 	 regulatory
rs12534545 	 nearest_gene_five_prime_end 	 ENSG00000133606 	 MKRN1 	 -16093 	 regulatory
rs12534701 	 intron_variant 	 ENSG00000130226 	 DPP6 	 0 	 
rs12537 	 3_prime_UTR_variant 	 ENSG00000100330 	 MTMR3 	 0 	 
rs12537271 	 nearest_gene_five_prime_end 	 ENSG00000187257 	 RSBN1L 	 -25034 	 
rs12537284 	 nearest_gene_five_prime_end 	 ENSG00000064419 	 TNPO3 	 -22678 	 
rs12538407 	 nearest_gene_five_prime_end 	 ENSG00000136231 	 IGF2BP3 	 -11229 	 
rs12539316 	 nearest_gene_five_prime_end 	 ENSG00000106635 	 BCL7B 	 -5565 	 
rs12540771 	 intron_variant 	 ENSG00000135205 	 CCDC146 	 0 	 
rs12540874 	 intron_variant 	 ENSG00000106070 	 GRB10 	 0 	 
rs12541063 	 nearest_gene_five_prime_end 	 ENSG00000066827 	 ZFAT 	 -144683 	 
rs12541254 	 intron_variant 	 ENSG00000164741 	 DLC1 	 0 	 
rs12541335 	 intron_variant 	 ENSG00000168490 	 PHYHIP 	 0 	 
rs12541635 	 nearest_gene_five_prime_end 	 ENSG00000164830 	 OXR1 	 -192406 	 
rs12541902 	 nearest_gene_five_prime_end 	 ENSG00000178538 	 CA8 	 -570623 	 
rs12542166 	 nearest_gene_five_prime_end 	 ENSG00000170961 	 HAS2 	 -329208 	 
rs12542677 	 intron_variant 	 ENSG00000206579 	 XKR4 	 0 	 
rs12542743 	 intron_variant 	 ENSG00000157168 	 NRG1 	 0 	 
rs12542759 	 downstream_gene_variant 	 ENSG00000253117,ENSG00000258417 	 OC90,RP11-240B13.2 	 0 	 
rs1254319 	 missense_variant 	 ENSG00000179008 	 C14orf39 	 0 	 
rs12543318 	 nearest_gene_five_prime_end 	 ENSG00000176566 	 DCAF4L2 	 -17956 	 
rs1254337 	 intron_variant 	 ENSG00000179008 	 C14orf39 	 0 	 
rs12545109 	 nearest_gene_five_prime_end 	 ENSG00000181195 	 PENK 	 -45387 	 
rs12545912 	 intron_variant 	 ENSG00000173273 	 TNKS 	 0 	 
rs12546767 	 intron_variant 	 ENSG00000164961 	 KIAA0196 	 0 	 
rs12546962 	 nearest_gene_five_prime_end 	 ENSG00000173281 	 PPP1R3B 	 -189100 	 
rs1254774 	 intron_variant 	 ENSG00000145012 	 LPP 	 0 	 
rs12548021 	 nearest_gene_five_prime_end 	 ENSG00000120875 	 DUSP4 	 -136276 	 
rs12549576 	 nearest_gene_five_prime_end 	 ENSG00000164796 	 CSMD3 	 -1473187 	 
rs12550729 	 intron_variant 	 ENSG00000179526 	 SHARPIN 	 0 	 
rs12551906 	 nearest_gene_five_prime_end 	 ENSG00000106803 	 SEC61B 	 -134743 	 
rs12552369 	 intron_variant 	 ENSG00000165695 	 AK8 	 0 	 
rs12552736 	 nearest_gene_five_prime_end 	 ENSG00000198680 	 TUSC1 	 -229316 	 
rs12552818 	 nearest_gene_five_prime_end 	 ENSG00000198785 	 GRIN3A 	 -122496 	 
rs12554086 	 nearest_gene_five_prime_end 	 ENSG00000106829 	 TLE4 	 -620814 	 
rs12554707 	 nearest_gene_five_prime_end 	 ENSG00000176399 	 DMRTA1 	 -395361 	 
rs12554999 	 nearest_gene_five_prime_end 	 ENSG00000106829 	 TLE4 	 -144197 	 
rs12555078 	 nearest_gene_five_prime_end 	 ENSG00000135046 	 ANXA1 	 -391026 	 
rs12555345 	 nearest_gene_five_prime_end 	 ENSG00000147894 	 C9orf72 	 -56697 	 
rs12559632 	 intron_variant 	 ENSG00000102174 	 PHEX 	 0 	 
rs12562437 	 3_prime_UTR_variant 	 ENSG00000078900 	 TP73 	 0 	 
rs12563333 	 nearest_gene_five_prime_end 	 ENSG00000116141 	 MARK1 	 -43291 	 
rs1256335 	 intron_variant 	 ENSG00000162551 	 ALPL 	 0 	 
rs12564445 	 intron_variant 	 ENSG00000159166,ENSG00000118194 	 LAD1,TNNT2 	 0 	 
rs12565140 	 nearest_gene_five_prime_end 	 ENSG00000121903 	 ZSCAN20 	 -9488 	 
rs1256531 	 nearest_gene_five_prime_end 	 ENSG00000033170 	 FUT8 	 -129551 	 
rs12565727 	 intron_variant 	 ENSG00000175262 	 C1orf127 	 0 	 
rs12565755 	 nearest_gene_five_prime_end 	 ENSG00000162599 	 NFIA 	 -289056 	 
rs12565776 	 downstream_gene_variant 	 ENSG00000135862 	 LAMC1 	 0 	 
rs12566232 	 nearest_gene_five_prime_end 	 ENSG00000196407 	 THEM5 	 -13664 	 regulatory
rs12566888 	 intron_variant 	 ENSG00000187800 	 PEAR1 	 0 	 
rs12566985 	 intron_variant 	 ENSG00000259030,ENSG00000116783 	 FPGT-TNNI3K,TNNI3K 	 0 	 
rs12567232 	 downstream_gene_variant 	 ENSG00000162594 	 IL23R 	 0 	 
rs12567355 	 nearest_gene_five_prime_end 	 ENSG00000121931 	 LRIF1 	 -43077 	 
rs12568010 	 intron_variant 	 ENSG00000162599 	 NFIA 	 0 	 
rs12568771 	 downstream_gene_variant 	 ENSG00000142619 	 PADI3 	 0 	 
rs12568930 	 nearest_gene_five_prime_end 	 ENSG00000184677 	 ZBTB40 	 -76113 	 
rs12569163 	 intron_variant 	 ENSG00000162843 	 WDR64 	 0 	 
rs12570188 	 intron_variant 	 ENSG00000172987 	 HPSE2 	 0 	 
rs12570744 	 nearest_gene_five_prime_end 	 ENSG00000065675 	 PRKCQ 	 -167199 	 
rs12570947 	 nearest_gene_five_prime_end 	 ENSG00000108018 	 SORCS1 	 -645557 	 
rs12571093 	 nearest_gene_five_prime_end 	 ENSG00000179774 	 ATOH7 	 -27510 	 
rs12571664 	 downstream_gene_variant 	 ENSG00000107651 	 SEC23IP 	 0 	 
rs12571751 	 intron_variant 	 ENSG00000108175 	 ZMIZ1 	 0 	 
rs12571964 	 nearest_gene_five_prime_end 	 ENSG00000185736 	 ADARB2 	 -644885 	 
rs12575642 	 intron_variant 	 ENSG00000149781 	 FERMT3 	 0 	 
rs12576239 	 intron_variant 	 ENSG00000053918 	 KCNQ1 	 0 	 
rs12576775 	 intron_variant 	 ENSG00000149256 	 TENM4 	 0 	 
rs1257763 	 nearest_gene_five_prime_end 	 ENSG00000158079 	 PTPDC1 	 -100868 	 
rs12579350 	 intron_variant 	 ENSG00000047617 	 ANO2 	 0 	 
rs12580100 	 nearest_gene_five_prime_end 	 ENSG00000197728 	 RPS26 	 -3571 	 
rs12580240 	 intron_variant 	 ENSG00000151952 	 TMEM132D 	 0 	 
rs12580533 	 intron_variant 	 ENSG00000151952 	 TMEM132D 	 0 	 
rs12580543 	 intron_variant 	 ENSG00000182326,ENSG00000111684 	 C1S,LPCAT3 	 0 	 
rs12582168 	 intron_variant 	 ENSG00000196498 	 NCOR2 	 0 	 
rs12582659 	 nearest_gene_five_prime_end 	 ENSG00000111615 	 KRR1 	 -159111 	 
rs12583882 	 nearest_gene_five_prime_end 	 ENSG00000102468 	 HTR2A 	 -102404 	 
rs12585963 	 nearest_gene_five_prime_end 	 ENSG00000139734 	 DIAPH3 	 -784655 	 
rs12586317 	 intron_variant 	 ENSG00000100890 	 KIAA0391 	 0 	 
rs12586774 	 nearest_gene_five_prime_end 	 ENSG00000168952 	 STXBP6 	 -610062 	 
rs12587252 	 intron_variant 	 ENSG00000100629 	 CEP128 	 0 	 
rs12587311 	 nearest_gene_five_prime_end 	 ENSG00000176165 	 FOXG1 	 -117899 	 
rs1258763 	 nearest_gene_five_prime_end 	 ENSG00000166923 	 GREM1 	 -40221 	 
rs12587630 	 intron_variant 	 ENSG00000139865 	 TTC6 	 0 	 
rs1258767 	 intron_variant 	 ENSG00000248905 	 FMN1 	 0 	 
rs12588287 	 intron_variant 	 ENSG00000066427,ENSG00000279963 	 ATXN3,AL049872.1 	 0 	 
rs12589060 	 nearest_gene_five_prime_end 	 ENSG00000165533 	 TTC8 	 -146918 	 
rs12589327 	 nearest_gene_five_prime_end 	 ENSG00000071537 	 SEL1L 	 -298967 	 
rs12590640 	 nearest_gene_five_prime_end 	 ENSG00000151332 	 MBIP 	 -64254 	 
rs12590995 	 nearest_gene_five_prime_end 	 ENSG00000189139 	 FSCB 	 -293618 	 
rs12591257 	 intron_variant 	 ENSG00000166748 	 AGBL1 	 0 	 
rs12591650 	 intron_variant 	 ENSG00000069667 	 RORA 	 0 	 
rs12592967 	 nearest_gene_five_prime_end 	 ENSG00000069667 	 RORA 	 -349424 	 
rs12593363 	 upstream_gene_variant 	 ENSG00000140525 	 FANCI 	 0 	 
rs12593811 	 intron_variant 	 ENSG00000131873 	 CHSY1 	 0 	 
rs12593813 	 intron_variant 	 ENSG00000137764 	 MAP2K5 	 0 	 
rs12594515 	 downstream_gene_variant 	 ENSG00000137767 	 SQRDL 	 0 	 
rs12595161 	 intron_variant 	 ENSG00000047346 	 FAM214A 	 0 	 
rs12595292 	 synonymous_variant 	 ENSG00000241839,ENSG00000249240 	 PLEKHO2,AC069368.3 	 0 	 
rs12595433 	 nearest_gene_five_prime_end 	 ENSG00000140416 	 TPM1 	 -44186 	 
rs12595668 	 nearest_gene_five_prime_end 	 ENSG00000137801 	 THBS1 	 -299745 	 
rs12596210 	 nearest_gene_five_prime_end 	 ENSG00000140718 	 FTO 	 -290095 	 
rs12596252 	 intron_variant 	 ENSG00000180269 	 GPR139 	 0 	 
rs12597023 	 nearest_gene_five_prime_end 	 ENSG00000205423 	 CNEP1R1 	 -44354 	 
rs12597084 	 nearest_gene_five_prime_end 	 ENSG00000078328 	 RBFOX1 	 -249475 	 
rs12597579 	 nearest_gene_five_prime_end 	 ENSG00000169347 	 GP2 	 -81263 	 
rs12599402 	 intron_variant 	 ENSG00000038532 	 CLEC16A 	 0 	 
rs12600277 	 intron_variant 	 ENSG00000125166 	 GOT2 	 0 	 
rs12600394 	 nearest_gene_five_prime_end 	 ENSG00000125430 	 HS3ST3B1 	 -313066 	 
rs12600635 	 upstream_gene_variant 	 ENSG00000154803 	 FLCN 	 0 	 
rs12602486 	 downstream_gene_variant 	 ENSG00000125319 	 C17orf53 	 0 	 
rs12602901 	 nearest_gene_five_prime_end 	 ENSG00000185245 	 GP1BA 	 -10967 	 
rs12602978 	 nearest_gene_five_prime_end 	 ENSG00000109046 	 WSB1 	 -54022 	 
rs1260326 	 missense_variant 	 ENSG00000084734 	 GCKR 	 0 	 
rs12603284 	 intron_variant 	 ENSG00000132359 	 RAP1GAP2 	 0 	 
rs1260333 	 downstream_gene_variant 	 ENSG00000084734 	 GCKR 	 0 	 
rs12603526 	 intron_variant 	 ENSG00000167693 	 NXN 	 0 	 
rs12604324 	 intron_variant 	 ENSG00000141447 	 OSBPL1A 	 0 	 
rs12604483 	 nearest_gene_five_prime_end 	 ENSG00000091157 	 WDR7 	 -463049 	 
rs12606301 	 nearest_gene_five_prime_end 	 ENSG00000078142 	 PIK3C3 	 -488610 	 
rs12607055 	 upstream_gene_variant 	 ENSG00000152214 	 RIT2 	 0 	 
rs12607903 	 intron_variant 	 ENSG00000170579 	 DLGAP1 	 0 	 
rs12608544 	 3_prime_UTR_variant 	 ENSG00000105516 	 DBP 	 0 	 
rs12608932 	 intron_variant 	 ENSG00000130477 	 UNC13A 	 0 	 
rs12610185 	 intron_variant 	 ENSG00000105717 	 PBX4 	 0 	 
rs12610495 	 missense_variant 	 ENSG00000142002 	 DPP9 	 0 	 
rs12611088 	 intron_variant 	 ENSG00000073050,ENSG00000268361 	 XRCC1,L34079.2 	 0 	 
rs1261117 	 intron_variant 	 ENSG00000196628 	 TCF4 	 0 	 
rs12611334 	 upstream_gene_variant 	 ENSG00000105205 	 CLC 	 0 	 
rs12611820 	 nearest_gene_five_prime_end 	 ENSG00000186487 	 MYT1L 	 -148593 	 
rs12612420 	 nearest_gene_five_prime_end 	 ENSG00000196141 	 SPATS2L 	 -12482 	 
rs12612930 	 intron_variant 	 ENSG00000075292 	 ZNF638 	 0 	 
rs12613372 	 nearest_gene_five_prime_end 	 ENSG00000162949 	 CAPN13 	 -24610 	 
rs12613775 	 nearest_gene_five_prime_end 	 ENSG00000198914 	 POU3F3 	 -891466 	 
rs12614 	 nearest_gene_five_prime_end 	 ENSG00000243649,ENSG00000243649,ENSG00000243649,ENSG00000243649,ENSG00000243649,ENSG00000243649,ENSG00000243649 	 CFB,CFB,CFB,CFB,CFB,CFB,CFB 	 -751 	 
rs12615264 	 nearest_gene_five_prime_end 	 ENSG00000171150 	 SOCS5 	 -90378 	 
rs12615435 	 intron_variant 	 ENSG00000226124 	 FTCDNL1 	 0 	 
rs12615721 	 nearest_gene_five_prime_end 	 ENSG00000066032 	 CTNNA2 	 -2444170 	 
rs12615966 	 nearest_gene_five_prime_end 	 ENSG00000198914 	 POU3F3 	 -93012 	 
rs12617311 	 nearest_gene_five_prime_end 	 ENSG00000119042 	 SATB2 	 -703425 	 
rs12617656 	 intron_variant 	 ENSG00000197635 	 DPP4 	 0 	 
rs12617721 	 intron_variant 	 ENSG00000040933 	 INPP4A 	 0 	 
rs12618573 	 intron_variant 	 ENSG00000130414 	 NDUFA10 	 0 	 
rs12618769 	 3_prime_UTR_variant 	 ENSG00000071073 	 MGAT4A 	 0 	 
rs12619285 	 nearest_gene_five_prime_end 	 ENSG00000030419 	 IKZF2 	 -193106 	 
rs12619788 	 nearest_gene_five_prime_end 	 ENSG00000115239 	 ASB3 	 -1311158 	 
rs12620464 	 intron_variant 	 ENSG00000196460 	 RFX8 	 0 	 
rs12621256 	 intron_variant 	 ENSG00000144278 	 GALNT13 	 0 	 
rs12621278 	 intron_variant 	 ENSG00000091409 	 ITGA6 	 0 	 
rs12621643 	 missense_variant 	 ENSG00000152049 	 KCNE4 	 0 	 
rs12623288 	 nearest_gene_five_prime_end 	 ENSG00000187600 	 TMEM247 	 -21684 	 
rs12623976 	 nearest_gene_five_prime_end 	 ENSG00000144119 	 C1QL2 	 -20217 	 regulatory
rs12624267 	 downstream_gene_variant 	 ENSG00000144048 	 DUSP11 	 0 	 
rs1262476 	 nearest_gene_five_prime_end 	 ENSG00000203760 	 CENPW 	 -325675 	 regulatory
rs12625057 	 intron_variant 	 ENSG00000124203 	 ZNF831 	 0 	 
rs1262778 	 nearest_gene_five_prime_end 	 ENSG00000186047 	 DLEU7 	 -351452 	 
rs12627933 	 intron_variant 	 ENSG00000241878 	 PISD 	 0 	 
rs12628051 	 intron_variant 	 ENSG00000100354 	 TNRC6B 	 0 	 
rs12629106 	 nearest_gene_five_prime_end 	 ENSG00000177565 	 TBL1XR1 	 -179887 	 
rs12629805 	 nearest_gene_five_prime_end 	 ENSG00000231213 	 PLSCR5 	 -308160 	 
rs12630931 	 intron_variant 	 ENSG00000144645 	 OSBPL10 	 0 	 
